template,prompt,target,llama_result,llama_answer
P364,Anand Math was originally performed in the following language: ,Hindi,French,"Anand Math was originally performed in the following language:  French
"
P364,Ramachaari was originally performed in the following language: ,Kannada,French,"Ramachaari was originally performed in the following language:  French
"
P364,Komal Gandhar was originally performed in the following language: ,Bengali,French,"Komal Gandhar was originally performed in the following language:  French
"
P364,Adi Parva was originally performed in the following language: ,Sanskrit,French,"Adi Parva was originally performed in the following language:  French
"
P364,By the Light of a Star was originally performed in the following language: ,Spanish,French,"By the Light of a Star was originally performed in the following language:  French
"
P364,Oram Po was originally performed in the following language: ,Tamil,French,"Oram Po was originally performed in the following language:  French
"
P364,The Assault was originally performed in the following language: ,French,French,"The Assault was originally performed in the following language:  French
"
P364,Largo Winch II was originally performed in the following language: ,French,French,"Largo Winch II was originally performed in the following language:  French
"
P364,Captain Khorshid was originally performed in the following language: ,Persian,French,"Captain Khorshid was originally performed in the following language:  French
"
P364,Liquid Sky was originally performed in the following language: ,English,French,"Liquid Sky was originally performed in the following language:  French
"
P364,The Naked Sun was originally performed in the following language: ,English,French,"The Naked Sun was originally performed in the following language:  French
"
P364,Mahapurush was originally performed in the following language: ,Bengali,French,"Mahapurush was originally performed in the following language:  French
"
P364,36 China Town was originally performed in the following language: ,Hindi,French,"36 China Town was originally performed in the following language:  French
"
P364,Virginia Quarterly Review was originally performed in the following language: ,English,French,"Virginia Quarterly Review was originally performed in the following language:  French
"
P364,The Marchers was originally performed in the following language: ,French,French,"The Marchers was originally performed in the following language:  French
"
P364,Short Time was originally performed in the following language: ,English,French,"Short Time was originally performed in the following language:  French
"
P364,A Latin Dictionary was originally performed in the following language: ,Latin,French,"A Latin Dictionary was originally performed in the following language:  French
"
P364,William Tell was originally performed in the following language: ,French,French,"William Tell was originally performed in the following language:  French
"
P364,LiveJournal was originally performed in the following language: ,English,French,"LiveJournal was originally performed in the following language:  French
"
P364,Ciboulette was originally performed in the following language: ,French,French,"Ciboulette was originally performed in the following language:  French
"
P364,Happiness Is in the Field was originally performed in the following language: ,French,French,"Happiness Is in the Field was originally performed in the following language:  French
"
P364,Ye Meri Life Hai was originally performed in the following language: ,Hindi,English,"Ye Meri Life Hai was originally performed in the following language: English
"
P364,Khottabych was originally performed in the following language: ,Russian,English,"Khottabych was originally performed in the following language:  English
"
P364,Thuppakki was originally performed in the following language: ,Tamil,English,"Thuppakki was originally performed in the following language:  English
"
P364,Under the Sun of Satan was originally performed in the following language: ,French,English,"Under the Sun of Satan was originally performed in the following language: English
"
P364,Olsen Gang was originally performed in the following language: ,Danish,English,"Olsen Gang was originally performed in the following language:  English
"
P364,Thoranai was originally performed in the following language: ,Tamil,English,"Thoranai was originally performed in the following language:  English
"
P364,La Jornada was originally performed in the following language: ,Spanish,English,"La Jornada was originally performed in the following language:  English
"
P364,Agahi was originally performed in the following language: ,Urdu,English,"Agahi was originally performed in the following language:  English
"
P364,Yemen Observer was originally performed in the following language: ,English,English,"Yemen Observer was originally performed in the following language:  English
"
P364,Minnale was originally performed in the following language: ,Tamil,English,"Minnale was originally performed in the following language:  English
"
P364,Paigham was originally performed in the following language: ,Hindi,English,"Paigham was originally performed in the following language:  English
"
P364,Sippai was originally performed in the following language: ,Tamil,English,"Sippai was originally performed in the following language:  English
"
P364,Il Posto was originally performed in the following language: ,Italian,English,"Il Posto was originally performed in the following language:  English
"
P364,Office Romance was originally performed in the following language: ,Russian,English,"Office Romance was originally performed in the following language:  English
"
P364,White Ladder was originally performed in the following language: ,English,English,"White Ladder was originally performed in the following language:  English
"
P364,Zaporozhets za Dunayem was originally performed in the following language: ,Ukrainian,English,"Zaporozhets za Dunayem was originally performed in the following language:  English
"
P364,Maria egiziaca was originally performed in the following language: ,Italian,English,"Maria egiziaca was originally performed in the following language:  English
"
P364,The Thieves was originally performed in the following language: ,English,English,"The Thieves was originally performed in the following language:  English
"
P364,Souryam was originally performed in the following language: ,Telugu,English,"Souryam was originally performed in the following language:  English
"
P364,La Haine was originally performed in the following language: ,French,English,"La Haine was originally performed in the following language:  English
"
P364,Chander Pahar was originally performed in the following language: ,Bengali,English,"Chander Pahar was originally performed in the following language:  English
"
P364,Khatarnak was originally performed in the following language: ,Telugu,English,"Khatarnak was originally performed in the following language:  English
"
P364,Las 13 rosas was originally performed in the following language: ,Spanish,English,"Las 13 rosas was originally performed in the following language: English
"
P364,Return to Me was originally performed in the following language: ,English,English,"Return to Me was originally performed in the following language:  English
"
P364,Brave New World was originally performed in the following language: ,English,English,"Brave New World was originally performed in the following language:  English
"
P364,Demon Seed was originally performed in the following language: ,English,English,"Demon Seed was originally performed in the following language:  English
"
P364,The Day I Became a Woman was originally performed in the following language: ,Persian,English,"The Day I Became a Woman was originally performed in the following language:  English
"
P364,Lurkmore.to was originally performed in the following language: ,Russian,English,"Lurkmore.to was originally performed in the following language:  English
"
P364,The Umbrella Coup was originally performed in the following language: ,French,English,"The Umbrella Coup was originally performed in the following language: English
"
P364,Thenavattu was originally performed in the following language: ,Tamil,English,"Thenavattu was originally performed in the following language:  English
"
P364,Ginevra di Scozia was originally performed in the following language: ,Italian,English,"Ginevra di Scozia was originally performed in the following language:  English
"
P364,La Chica de Ayer was originally performed in the following language: ,Spanish,English,"La Chica de Ayer was originally performed in the following language: English
"
P364,La Chienne was originally performed in the following language: ,French,French,"La Chienne was originally performed in the following language:  French
"
P364,36 Vayadhinile was originally performed in the following language: ,Tamil,French,"36 Vayadhinile was originally performed in the following language:  French
"
P364,The White Stone was originally performed in the following language: ,Swedish,French,"The White Stone was originally performed in the following language:  French
"
P364,Mississippi Masala was originally performed in the following language: ,English,French,"Mississippi Masala was originally performed in the following language:  French
"
P364,Calamari Union was originally performed in the following language: ,Finnish,French,"Calamari Union was originally performed in the following language:  French
"
P364,Risale-i Nur was originally performed in the following language: ,Turkish,French,"Risale-i Nur was originally performed in the following language:  French
"
P364,Fire in the Steppe was originally performed in the following language: ,Polish,French,"Fire in the Steppe was originally performed in the following language:  French
"
P364,This Is England was originally performed in the following language: ,English,French,"This Is England was originally performed in the following language:  French
"
P364,Madame Figaro was originally performed in the following language: ,French,French,"Madame Figaro was originally performed in the following language:  French
"
P364,Ramavataram was originally performed in the following language: ,Tamil,French,"Ramavataram was originally performed in the following language:  French
"
P364,The Count of Monte Cristo was originally performed in the following language: ,French,French,"The Count of Monte Cristo was originally performed in the following language:  French
"
P364,Brice de Nice was originally performed in the following language: ,French,French,"Brice de Nice was originally performed in the following language:  French
"
P364,Aranyer Din Ratri was originally performed in the following language: ,Bengali,French,"Aranyer Din Ratri was originally performed in the following language:  French
"
P364,"Well, Just You Wait! was originally performed in the following language: ",Russian,French,"Well, Just You Wait! was originally performed in the following language:  French
"
P364,Paradise Ranch was originally performed in the following language: ,Korean,French,"Paradise Ranch was originally performed in the following language:  French
"
P364,A Short Film About Killing was originally performed in the following language: ,Polish,French,"A Short Film About Killing was originally performed in the following language:  French
"
P364,The Shooting Star was originally performed in the following language: ,French,French,"The Shooting Star was originally performed in the following language:  French
"
P364,Neel Akasher Neechey was originally performed in the following language: ,Bengali,French,"Neel Akasher Neechey was originally performed in the following language:  French
"
P364,Ungli was originally performed in the following language: ,Hindi,French,"Ungli was originally performed in the following language:  French
"
P364,Yamudiki Mogudu was originally performed in the following language: ,Telugu,French,"Yamudiki Mogudu was originally performed in the following language:  French
"
P364,Vipra Narayana was originally performed in the following language: ,Tamil,French,"Vipra Narayana was originally performed in the following language:  French
"
P364,Kanoon was originally performed in the following language: ,Hindi,French,"Kanoon was originally performed in the following language:  French
"
P364,Anarchist Studies was originally performed in the following language: ,English,French,"Anarchist Studies was originally performed in the following language:  French
"
P364,Inspector Gadget was originally performed in the following language: ,French,French,"Inspector Gadget was originally performed in the following language:  French
"
P364,April Captains was originally performed in the following language: ,Portuguese,French,"April Captains was originally performed in the following language:  French
"
P364,Aalwar was originally performed in the following language: ,Tamil,French,"Aalwar was originally performed in the following language:  French
"
P364,Times Higher Education was originally performed in the following language: ,English,French,"Times Higher Education was originally performed in the following language:  French
"
P364,The Real Housewives of Beverly Hills was originally performed in the following language: ,English,French,"The Real Housewives of Beverly Hills was originally performed in the following language:  French
"
P364,Turner & Hooch was originally performed in the following language: ,English,French,"Turner & Hooch was originally performed in the following language:  French
"
P364,Sorga Ka Toedjoe was originally performed in the following language: ,Indonesian,French,"Sorga Ka Toedjoe was originally performed in the following language:  French
"
P364,Crossing Jordan was originally performed in the following language: ,English,French,"Crossing Jordan was originally performed in the following language:  French
"
P364,Slumdog Millionaire was originally performed in the following language: ,English,French,"Slumdog Millionaire was originally performed in the following language:  French
"
P364,An Englishman Abroad was originally performed in the following language: ,English,English,"An Englishman Abroad was originally performed in the following language:  English
"
P364,Uspekhi Fizicheskikh Nauk was originally performed in the following language: ,Russian,English,"Uspekhi Fizicheskikh Nauk was originally performed in the following language:  English
"
P364,Usha Parinayam was originally performed in the following language: ,Telugu,English,"Usha Parinayam was originally performed in the following language:  English
"
P364,Kadhalil Sodhappuvadhu Yeppadi was originally performed in the following language: ,Tamil,English,"Kadhalil Sodhappuvadhu Yeppadi was originally performed in the following language:  English
"
P364,Boss Engira Bhaskaran was originally performed in the following language: ,Tamil,English,"Boss Engira Bhaskaran was originally performed in the following language:  English
"
P364,A Secret was originally performed in the following language: ,French,English,"A Secret was originally performed in the following language:  English
"
P364,Bye Bye Brasil was originally performed in the following language: ,Portuguese,English,"Bye Bye Brasil was originally performed in the following language:  English
"
P364,Ossessione was originally performed in the following language: ,Italian,English,"Ossessione was originally performed in the following language:  English
"
P364,Vjesnik was originally performed in the following language: ,Croatian,English,"Vjesnik was originally performed in the following language:  English
"
P364,Memoirs of Hadrian was originally performed in the following language: ,French,English,"Memoirs of Hadrian was originally performed in the following language:  English
"
P364,Rhoda was originally performed in the following language: ,English,English,"Rhoda was originally performed in the following language:  English
"
P364,The Vicomte of Bragelonne: Ten Years Later was originally performed in the following language: ,French,English,"The Vicomte of Bragelonne: Ten Years Later was originally performed in the following language:  English
"
P364,Polish Biographical Dictionary was originally performed in the following language: ,Polish,English,"Polish Biographical Dictionary was originally performed in the following language:  English
"
P364,Ukrayina maye talant was originally performed in the following language: ,Ukrainian,English,"Ukrayina maye talant was originally performed in the following language:  English
"
P364,Akademi Fantasi Indosiar was originally performed in the following language: ,Indonesian,English,"Akademi Fantasi Indosiar was originally performed in the following language:  English
"
P364,Komban was originally performed in the following language: ,Tamil,English,"Komban was originally performed in the following language:  English
"
P364,Under the North Star was originally performed in the following language: ,Finnish,English,"Under the North Star was originally performed in the following language:  English
"
P364,Le Devoir was originally performed in the following language: ,French,English,"Le Devoir was originally performed in the following language:  English
"
P364,Bojhena Shey Bojhena was originally performed in the following language: ,Bengali,English,"Bojhena Shey Bojhena was originally performed in the following language:  English
"
P364,The Magic Flute was originally performed in the following language: ,Swedish,English,"The Magic Flute was originally performed in the following language:  English
"
P364,The Magic Flute was originally performed in the following language: ,Swedish,Latin,"The Magic Flute was originally performed in the following language:  Latin
"
P364,The Magic Flute was originally performed in the following language: ,German,English,"The Magic Flute was originally performed in the following language:  English
"
P364,The Magic Flute was originally performed in the following language: ,German,Latin,"The Magic Flute was originally performed in the following language:  Latin
"
P364,Delusions of Grandeur was originally performed in the following language: ,French,English,"Delusions of Grandeur was originally performed in the following language:  English
"
P364,Young Foolish Happy was originally performed in the following language: ,English,English,"Young Foolish Happy was originally performed in the following language:  English
"
P364,Server Sundaram was originally performed in the following language: ,Tamil,English,"Server Sundaram was originally performed in the following language:  English
"
P364,Kanooru Heggadithi was originally performed in the following language: ,Kannada,English,"Kanooru Heggadithi was originally performed in the following language:  English
"
P364,Amrithadhare was originally performed in the following language: ,Kannada,English,"Amrithadhare was originally performed in the following language:  English
"
P364,Michael Madana Kama Rajan was originally performed in the following language: ,Tamil,English,"Michael Madana Kama Rajan was originally performed in the following language:  English
"
P364,Flashdance was originally performed in the following language: ,English,English,"Flashdance was originally performed in the following language:  English
"
P364,The Suspended Vocation was originally performed in the following language: ,French,English,"The Suspended Vocation was originally performed in the following language:  English
"
P364,Khokababu was originally performed in the following language: ,Bengali,English,"Khokababu was originally performed in the following language:  English
"
P364,Khokababu was originally performed in the following language: ,Bengali,Dutch,"Khokababu was originally performed in the following language:  Dutch
"
P364,Khokababu was originally performed in the following language: ,Hindi,English,"Khokababu was originally performed in the following language:  English
"
P364,Khokababu was originally performed in the following language: ,Hindi,Dutch,"Khokababu was originally performed in the following language:  Dutch
"
P364,Nine Months was originally performed in the following language: ,English,English,"Nine Months was originally performed in the following language:  English
"
P364,The Exterminating Angel was originally performed in the following language: ,Spanish,English,"The Exterminating Angel was originally performed in the following language:  English
"
P364,Die Zeit was originally performed in the following language: ,German,English,"Die Zeit was originally performed in the following language:  English
"
P364,The Easy Life was originally performed in the following language: ,Italian,English,"The Easy Life was originally performed in the following language: English
"
P364,Charm School with Ricki Lake was originally performed in the following language: ,English,English,"Charm School with Ricki Lake was originally performed in the following language:  English
"
P364,Vijetha was originally performed in the following language: ,Telugu,English,"Vijetha was originally performed in the following language: English
"
P364,Il conformista was originally performed in the following language: ,Italian,English,"Il conformista was originally performed in the following language:  English
"
P364,Jab Pyaar Kisise Hota Hai was originally performed in the following language: ,Hindi,English,"Jab Pyaar Kisise Hota Hai was originally performed in the following language:  English
"
P364,Gia was originally performed in the following language: ,English,German,"Gia was originally performed in the following language:  German
"
P364,The Lancet was originally performed in the following language: ,English,English,"The Lancet was originally performed in the following language:  English
"
P364,Anhey Ghorhey Da Daan was originally performed in the following language: ,Punjabi,English,"Anhey Ghorhey Da Daan was originally performed in the following language:  English
"
P364,Vishwaroopam was originally performed in the following language: ,Hindi,English,"Vishwaroopam was originally performed in the following language:  English
"
P364,Vishwaroopam was originally performed in the following language: ,Hindi,French,"Vishwaroopam was originally performed in the following language:  French
"
P364,Vishwaroopam was originally performed in the following language: ,Tamil,English,"Vishwaroopam was originally performed in the following language:  English
"
P364,Vishwaroopam was originally performed in the following language: ,Tamil,French,"Vishwaroopam was originally performed in the following language:  French
"
P364,Nature was originally performed in the following language: ,English,German,"Nature was originally performed in the following language:  German
"
P364,Full House was originally performed in the following language: ,English,English,"Full House was originally performed in the following language:  English
"
P364,Book of Haggai was originally performed in the following language: ,Hebrew,English,"Book of Haggai was originally performed in the following language:  English
"
P364,Aval Oru Thodar Kathai was originally performed in the following language: ,Tamil,English,"Aval Oru Thodar Kathai was originally performed in the following language:  English
"
P364,La Stampa was originally performed in the following language: ,Italian,English,"La Stampa was originally performed in the following language:  English
"
P364,Journey Beyond Three Seas was originally performed in the following language: ,Hindi,English,"Journey Beyond Three Seas was originally performed in the following language:  English
"
P364,The Mistress of the Inn was originally performed in the following language: ,Italian,English,"The Mistress of the Inn was originally performed in the following language:  English
"
P364,The Red Sea Sharks was originally performed in the following language: ,French,English,"The Red Sea Sharks was originally performed in the following language:  English
"
P364,A Chinese Ghost Story was originally performed in the following language: ,Chinese,English,"A Chinese Ghost Story was originally performed in the following language: English
"
P364,Aamra was originally performed in the following language: ,Bengali,English,"Aamra was originally performed in the following language:  English
"
P364,Camino de Perfección was originally performed in the following language: ,Spanish,English,"Camino de Perfección was originally performed in the following language:  English
"
P364,Sati Sulochana was originally performed in the following language: ,Kannada,English,"Sati Sulochana was originally performed in the following language:  English
"
P364,Peddarikam was originally performed in the following language: ,Telugu,English,"Peddarikam was originally performed in the following language: English
"
P364,El Debate was originally performed in the following language: ,Spanish,English,"El Debate was originally performed in the following language:  English
"
P364,Flodder was originally performed in the following language: ,Dutch,English,"Flodder was originally performed in the following language:  English
"
P364,Daruchini Dip was originally performed in the following language: ,Bengali,English,"Daruchini Dip was originally performed in the following language:  English
"
P364,Vasantham was originally performed in the following language: ,Telugu,English,"Vasantham was originally performed in the following language:  English
"
P364,Phi-Phi was originally performed in the following language: ,French,English,"Phi-Phi was originally performed in the following language: English
"
P364,Chupke Chupke was originally performed in the following language: ,Hindi,English,"Chupke Chupke was originally performed in the following language:  English
"
P364,Krishnarjuna was originally performed in the following language: ,Telugu,English,"Krishnarjuna was originally performed in the following language:  English
"
P364,The Bald Soprano was originally performed in the following language: ,French,English,"The Bald Soprano was originally performed in the following language:  English
"
P364,Ambush was originally performed in the following language: ,Finnish,English,"Ambush was originally performed in the following language:  English
"
P364,The Knock was originally performed in the following language: ,English,English,"The Knock was originally performed in the following language:  English
"
P364,Mine Own Executioner was originally performed in the following language: ,English,English,"Mine Own Executioner was originally performed in the following language:  English
"
P364,Il prigioniero was originally performed in the following language: ,Italian,English,"Il prigioniero was originally performed in the following language:  English
"
P364,Van der Valk was originally performed in the following language: ,English,English,"Van der Valk was originally performed in the following language:  English
"
P364,The Guarani was originally performed in the following language: ,Portuguese,English,"The Guarani was originally performed in the following language:  English
"
P364,Haemoo was originally performed in the following language: ,Korean,Italian,"Haemoo was originally performed in the following language:  Italian
"
P364,RocknRolla was originally performed in the following language: ,English,English,"RocknRolla was originally performed in the following language:  English
"
P364,Rakshak was originally performed in the following language: ,Hindi,Italian,"Rakshak was originally performed in the following language:  Italian
"
P364,Mouna Ragam was originally performed in the following language: ,Tamil,English,"Mouna Ragam was originally performed in the following language:  English
"
P364,La dama boba was originally performed in the following language: ,Spanish,English,"La dama boba was originally performed in the following language:  English
"
P364,Le Petit Nicolas was originally performed in the following language: ,French,English,"Le Petit Nicolas was originally performed in the following language:  English
"
P364,Kirkus Reviews was originally performed in the following language: ,English,English,"Kirkus Reviews was originally performed in the following language:  English
"
P364,Jonny Vang was originally performed in the following language: ,Norwegian,English,"Jonny Vang was originally performed in the following language:  English
"
P364,Sanjha was originally performed in the following language: ,Urdu,Italian,"Sanjha was originally performed in the following language:  Italian
"
P364,Chaarulatha was originally performed in the following language: ,Tamil,English,"Chaarulatha was originally performed in the following language:  English
"
P364,Ullam Ketkumae was originally performed in the following language: ,Tamil,English,"Ullam Ketkumae was originally performed in the following language:  English
"
P364,A Cinderella Story was originally performed in the following language: ,English,English,"A Cinderella Story was originally performed in the following language:  English
"
P364,WCW Monday Nitro was originally performed in the following language: ,English,English,"WCW Monday Nitro was originally performed in the following language:  English
"
P364,Your Highness was originally performed in the following language: ,English,Italian,"Your Highness was originally performed in the following language:  Italian
"
P364,Chicago Reader was originally performed in the following language: ,English,Italian,"Chicago Reader was originally performed in the following language:  Italian
"
P364,Juliet Bravo was originally performed in the following language: ,English,English,"Juliet Bravo was originally performed in the following language:  English
"
P364,Duniya Na Mane was originally performed in the following language: ,Hindi,English,"Duniya Na Mane was originally performed in the following language:  English
"
P364,The Forsyte Saga was originally performed in the following language: ,English,English,"The Forsyte Saga was originally performed in the following language:  English
"
P364,Early Doors was originally performed in the following language: ,English,Italian,"Early Doors was originally performed in the following language:  Italian
"
P364,Heima was originally performed in the following language: ,Icelandic,English,"Heima was originally performed in the following language:  English
"
P364,De pictura was originally performed in the following language: ,Italian,English,"De pictura was originally performed in the following language:  English
"
P364,Tum Jo Miley was originally performed in the following language: ,Urdu,English,"Tum Jo Miley was originally performed in the following language:  English
"
P364,Low-Life was originally performed in the following language: ,English,Italian,"Low-Life was originally performed in the following language:  Italian
"
P364,Madeline was originally performed in the following language: ,English,English,"Madeline was originally performed in the following language:  English
"
P364,Dhool was originally performed in the following language: ,Tamil,Italian,"Dhool was originally performed in the following language:  Italian
"
P364,The Godfather was originally performed in the following language: ,English,Italian,"The Godfather was originally performed in the following language:  Italian
"
P364,A Certain Smile was originally performed in the following language: ,French,English,"A Certain Smile was originally performed in the following language:  English
"
P364,The Sucker was originally performed in the following language: ,French,Italian,"The Sucker was originally performed in the following language:  Italian
"
P364,International Political Sociology was originally performed in the following language: ,English,English,"International Political Sociology was originally performed in the following language: English
"
P364,Isabel was originally performed in the following language: ,Spanish,English,"Isabel was originally performed in the following language:  English
"
P364,Maro Charithra was originally performed in the following language: ,Telugu,English,"Maro Charithra was originally performed in the following language:  English
"
P364,The Secret in Their Eyes was originally performed in the following language: ,Spanish,English,"The Secret in Their Eyes was originally performed in the following language:  English
"
P364,Tata Birla Madhyalo Laila was originally performed in the following language: ,Telugu,English,"Tata Birla Madhyalo Laila was originally performed in the following language:  English
"
P364,La Commune was originally performed in the following language: ,French,English,"La Commune was originally performed in the following language:  English
"
P364,Emotional Rescue was originally performed in the following language: ,English,English,"Emotional Rescue was originally performed in the following language:  English
"
P364,The Dune Encyclopedia was originally performed in the following language: ,English,English,"The Dune Encyclopedia was originally performed in the following language: English
"
P364,Organic Articles was originally performed in the following language: ,French,English,"Organic Articles was originally performed in the following language:  English
"
P364,28 Weeks Later was originally performed in the following language: ,English,English,"28 Weeks Later was originally performed in the following language:  English
"
P364,The Flying Dutchman was originally performed in the following language: ,German,English,"The Flying Dutchman was originally performed in the following language:  English
"
P364,Kotikatu was originally performed in the following language: ,Finnish,English,"Kotikatu was originally performed in the following language:  English
"
P364,"Bizarre, Bizarre was originally performed in the following language: ",French,English,"Bizarre, Bizarre was originally performed in the following language:  English
"
P364,At Swim-Two-Birds was originally performed in the following language: ,English,English,"At Swim-Two-Birds was originally performed in the following language:  English
"
P364,My New Partner was originally performed in the following language: ,French,English,"My New Partner was originally performed in the following language: English
"
P364,R.U.R. was originally performed in the following language: ,Czech,English,"R.U.R. was originally performed in the following language:  English
"
P364,Bella Notte was originally performed in the following language: ,Italian,English,"Bella Notte was originally performed in the following language: English
"
P364,Likkutei Sichos was originally performed in the following language: ,Hebrew,English,"Likkutei Sichos was originally performed in the following language:  English
"
P364,True Romance was originally performed in the following language: ,English,English,"True Romance was originally performed in the following language:  English
"
P364,Nu ska vi sjunga was originally performed in the following language: ,Swedish,English,"Nu ska vi sjunga was originally performed in the following language:  English
"
P364,The Register was originally performed in the following language: ,English,English,"The Register was originally performed in the following language:  English
"
P364,Mad TV was originally performed in the following language: ,English,English,"Mad TV was originally performed in the following language:  English
"
P364,Iru Kodugal was originally performed in the following language: ,Tamil,English,"Iru Kodugal was originally performed in the following language:  English
"
P364,Conjunctions was originally performed in the following language: ,English,English,"Conjunctions was originally performed in the following language: English
"
P364,Somersault in a Coffin was originally performed in the following language: ,Turkish,English,"Somersault in a Coffin was originally performed in the following language:  English
"
P364,Khamosh was originally performed in the following language: ,Hindi,English,"Khamosh was originally performed in the following language:  English
"
P364,Murder Call was originally performed in the following language: ,English,English,"Murder Call was originally performed in the following language:  English
"
P364,Bad Boys II was originally performed in the following language: ,English,English,"Bad Boys II was originally performed in the following language:  English
"
P364,Solamente Vos was originally performed in the following language: ,Spanish,English,"Solamente Vos was originally performed in the following language: English
"
P364,Mishnah Berurah was originally performed in the following language: ,Hebrew,English,"Mishnah Berurah was originally performed in the following language:  English
"
P364,Devi Chaudhurani was originally performed in the following language: ,Bengali,English,"Devi Chaudhurani was originally performed in the following language:  English
"
P364,Monsieur Gangster was originally performed in the following language: ,French,English,"Monsieur Gangster was originally performed in the following language:  English
"
P364,The Bitch was originally performed in the following language: ,English,English,"The Bitch was originally performed in the following language:  English
"
P364,Ghostbusters was originally performed in the following language: ,English,English,"Ghostbusters was originally performed in the following language:  English
"
P364,The Hour-Glass Sanatorium was originally performed in the following language: ,Polish,English,"The Hour-Glass Sanatorium was originally performed in the following language:  English
"
P364,The Beatles was originally performed in the following language: ,English,English,"The Beatles was originally performed in the following language:  English
"
P364,Padaharella Vayasu was originally performed in the following language: ,Telugu,English,"Padaharella Vayasu was originally performed in the following language:  English
"
P364,De finibus bonorum et malorum was originally performed in the following language: ,Latin,English,"De finibus bonorum et malorum was originally performed in the following language:  English
"
P364,Socha Na Tha was originally performed in the following language: ,Hindi,English,"Socha Na Tha was originally performed in the following language:  English
"
P364,Schilder-boeck was originally performed in the following language: ,Dutch,English,"Schilder-boeck was originally performed in the following language:  English
"
P364,Tokyo Pop was originally performed in the following language: ,English,English,"Tokyo Pop was originally performed in the following language:  English
"
P364,Vettai was originally performed in the following language: ,Tamil,English,"Vettai was originally performed in the following language:  English
"
P364,The Thief of Paris was originally performed in the following language: ,French,English,"The Thief of Paris was originally performed in the following language:  English
"
P364,Les diamants de la couronne was originally performed in the following language: ,French,English,"Les diamants de la couronne was originally performed in the following language:  English
"
P364,Alaipayuthey was originally performed in the following language: ,Tamil,English,"Alaipayuthey was originally performed in the following language:  English
"
P364,The Stolen Children was originally performed in the following language: ,Italian,English,"The Stolen Children was originally performed in the following language:  English
"
P364,The Three Musketeers was originally performed in the following language: ,French,English,"The Three Musketeers was originally performed in the following language:  English
"
P364,Krapp's Last Tape was originally performed in the following language: ,English,English,"Krapp's Last Tape was originally performed in the following language:  English
"
P364,Nuremberg Chronicle was originally performed in the following language: ,Latin,English,"Nuremberg Chronicle was originally performed in the following language:  English
"
P364,Amarcord was originally performed in the following language: ,Italian,English,"Amarcord was originally performed in the following language:  English
"
P364,Thulladha Manamum Thullum was originally performed in the following language: ,Tamil,English,"Thulladha Manamum Thullum was originally performed in the following language:  English
"
P364,Cat City was originally performed in the following language: ,Hungarian,English,"Cat City was originally performed in the following language:  English
"
P364,The Greatest Gift was originally performed in the following language: ,English,English,"The Greatest Gift was originally performed in the following language:  English
"
P364,Kadhal Sadugudu was originally performed in the following language: ,Tamil,English,"Kadhal Sadugudu was originally performed in the following language:  English
"
P364,Ciske de Rat trilogy was originally performed in the following language: ,Dutch,English,"Ciske de Rat trilogy was originally performed in the following language:  English
"
P364,Ready to Die was originally performed in the following language: ,English,English,"Ready to Die was originally performed in the following language:  English
"
P364,The White Reindeer was originally performed in the following language: ,Finnish,English,"The White Reindeer was originally performed in the following language:  English
"
P364,Solva Saal was originally performed in the following language: ,Hindi,English,"Solva Saal was originally performed in the following language:  English
"
P364,A Man of Straw was originally performed in the following language: ,Italian,English,"A Man of Straw was originally performed in the following language:  English
"
P364,I Am Number Four was originally performed in the following language: ,English,English,"I Am Number Four was originally performed in the following language:  English
"
P364,The Kathmandu Post was originally performed in the following language: ,English,English,"The Kathmandu Post was originally performed in the following language:  English
"
P364,Okkadu was originally performed in the following language: ,Telugu,English,"Okkadu was originally performed in the following language:  English
"
P364,Alik Sukh was originally performed in the following language: ,Bengali,English,"Alik Sukh was originally performed in the following language:  English
"
P364,Womanlight was originally performed in the following language: ,French,English,"Womanlight was originally performed in the following language:  English
"
P364,Thiruppugazh was originally performed in the following language: ,Tamil,English,"Thiruppugazh was originally performed in the following language: English
"
P364,Do Not Disturb was originally performed in the following language: ,English,English,"Do Not Disturb was originally performed in the following language:  English
"
P364,An Iceland Fisherman was originally performed in the following language: ,French,English,"An Iceland Fisherman was originally performed in the following language: English
"
P364,Kavkaz Center was originally performed in the following language: ,Russian,English,"Kavkaz Center was originally performed in the following language:  English
"
P364,La Crise was originally performed in the following language: ,French,English,"La Crise was originally performed in the following language:  English
"
P364,Angadi Theru was originally performed in the following language: ,Tamil,English,"Angadi Theru was originally performed in the following language:  English
"
P364,Wah-Wah was originally performed in the following language: ,English,English,"Wah-Wah was originally performed in the following language:  English
"
P364,Brookside was originally performed in the following language: ,English,English,"Brookside was originally performed in the following language:  English
"
P364,The Main Chance was originally performed in the following language: ,English,English,"The Main Chance was originally performed in the following language:  English
"
P364,Tiruvacakam was originally performed in the following language: ,Tamil,English,"Tiruvacakam was originally performed in the following language:  English
"
P364,Introducing Joss Stone was originally performed in the following language: ,English,English,"Introducing Joss Stone was originally performed in the following language: English
"
P364,Die Nibelungen was originally performed in the following language: ,German,English,"Die Nibelungen was originally performed in the following language:  English
"
P364,The Shining Star was originally performed in the following language: ,Chinese,English,"The Shining Star was originally performed in the following language:  English
"
P364,Dutch Wikipedia was originally performed in the following language: ,Dutch,English,"Dutch Wikipedia was originally performed in the following language:  English
"
P364,Hollyoaks was originally performed in the following language: ,English,English,"Hollyoaks was originally performed in the following language:  English
"
